correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,different,diferent,D IH F R AH N T,different,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deference', 'difference', 'diffract', 'seafront', 'defrost', 'disrupt']"
1.0,1.0,different,diferrent,D IH F ER EH N T,different,D IH F ER AH N T,"['different', 'different', 'defiant', 'difference', 'deflect', 'defects', 'defends', 'defector', 'defender', 'descents', 'dissents']"
1.0,1.0,different,diffrent,D IH F R AH N T,different,D IH F R AH N T,"['different', 'different', 'difference', 'defiant', 'deference', 'difference', 'diffract', 'seafront', 'defrost', 'disrupt']"
1.0,1.0,difficulties,dificulties,D IH F IH K AH L T IY Z,difficulties,D IH F IH K AH L T IY Z,"['difficulties', 'difficulties', 'difficultly', 'difficulty', 'difficulty']"
1.0,1.0,difficulty,dificulty,D IH F IH K AH L T IY,difficulty,D IH F IH K AH L T IY,"['difficulty', 'difficulty', 'difficulties', 'difficulties', 'difficultly', 'difficult']"
1.0,1.0,dimension,dimention,D IH M EH N SH AH N,dimension,D IH M EH N SH AH N,"['dimension', 'detention', 'dissension', 'dementia', 'detection', 'deception', 'defection', 'damnation', 'invention', 'depression']"
1.0,1.0,dimensions,dimenions,D IH M IY N Y AH N Z,dimensions,D IH M EH N SH AH N Z,['dimensions']
1.0,1.0,dimensions,dimentions,D IH M EH N SH AH N Z,dimensions,D IH M EH N SH AH N Z,"['dimensions', 'detentions', 'deceptions', 'defections', 'inventions', 'depressions', 'impressions', 'diminution', 'dimension', 'demotions']"
1.0,1.0,diphthong,diphtong,D IH F T AO NG,diphthong,D IH F TH AO NG,"['diphthong', 'gifting', 'differing', 'sifting', 'lifting', 'differing', 'deferring', 'shifting', 'defying', 'defraud']"
1.0,1.0,diphthong,dipthong,D IH P TH AO NG,diphthong,D IH F TH AO NG,"['diphthong', 'deplore', 'deport', 'dripping', 'dipping']"
0.0,0.0,diphthongs,diphtongs,D IH F T AO NG Z,defeating,D IH F IY T IH NG,"['defeating', 'drifters', 'drifting', 'diphthong']"
0.0,0.0,diphthongs,dipthongs,D IH P TH AO NG Z,deplores,D IH P L AO R Z,"['deplores', 'diphthong']"
0.0,1.0,directly,driectly,D R IY EH K T L IY,directory,D IH R EH K T ER IY,"['directory', 'directory', 'directory', 'directly', 'directly', 'directly', 'directly']"
1.0,1.0,disagreement,dissagreement,D IH S AH G R IY M AH N T,disagreement,D IH S AH G R IY M AH N T,"['disagreement', 'disgorgement', 'disagreements']"
1.0,1.0,disappear,dissapear,D IH S AH P IY R,disappear,D IH S AH P IY R,"['disappear', 'disappear', 'dissipate', 'disagree', 'displease', 'disprove', 'despairs', 'disrupt', 'despaired', 'disappeared']"
1.0,1.0,disappear,dissappear,D IH S AH P IY R,disappear,D IH S AH P IY R,"['disappear', 'disappear', 'dissipate', 'disagree', 'displease', 'disprove', 'despairs', 'disrupt', 'despaired', 'disappeared']"
1.0,1.0,disappeared,dissapeared,D IH S AH P IY R D,disappeared,D IH S AH P IY R D,"['disappeared', 'disappeared', 'disappears', 'disappears', 'disagreed', 'disapprove', 'displeased', 'disproved', 'disappear', 'despaired']"
1.0,1.0,disappearing,dissapearing,D IH S AH P IY R IH NG,disappearing,D IH S AH P IY R IH NG,"['disappearing', 'disappearing', 'dissipating', 'disappointing', 'disagreeing', 'disrupting', 'despairing', 'disappeared', 'disappears', 'disapproving']"
1.0,1.0,disappears,dissapears,D IH S AH P IY R Z,disappears,D IH S AH P IY R Z,"['disappears', 'disappears', 'disappeared', 'disappeared', 'disagrees', 'disapprove', 'displeased', 'disproves', 'disappear', 'despairs']"
1.0,1.0,disappears,dissappears,D IH S AH P IY R Z,disappears,D IH S AH P IY R Z,"['disappears', 'disappears', 'disappeared', 'disappeared', 'disagrees', 'disapprove', 'displeased', 'disproves', 'disappear', 'despairs']"
1.0,1.0,disapproval,disaproval,D IH S AH P R UW V AH L,disapproval,D IH S AH P R UW V AH L,"['disapproval', 'disapproving', 'disapproved', 'disapproves', 'disapprove']"
0.0,0.0,disaster,diaster,D AY AE S T ER,dexter,D EH K S T ER,"['dexter', 'blaster', 'dniester', 'drafter', 'plaster', 'gangster', 'baxter', 'hamster', 'roadster', 'napster']"
1.0,1.0,disastrous,disasterous,D IH S AE S T ER AH S,disastrous,D IH Z AE S T R AH S,"['disastrous', 'disturbance']"
0.0,0.0,discontent,discontentment,D IH S K AH N T EH N T M AH N T,,,[]
0.0,0.0,discover,dicover,D IH K AH V ER,recover,R IH K AH V ER,"['recover', 'deliver', 'decoder', 'decatur', 'thickener', 'disavow', 'dickens', 'uncover', 'divider', 'divisor']"
0.0,0.0,discovered,dicovered,D IH K AH V ER D,recovered,R IH K AH V ER D,"['recovered', 'recovered', 'delivered', 'recovers', 'disavowed', 'uncovered', 'recovery', 'decoded', 'diverted', 'discover']"
0.0,0.0,discovering,dicovering,D IH K AH V ER IH NG,recovering,R IH K AH V ER IH NG,"['recovering', 'recovering', 'delivering', 'disavowing', 'uncovering', 'discussing', 'conversing', 'converting', 'converging', 'discovers']"
0.0,0.0,discovers,dicovers,D IH K AH V ER Z,recovers,R IH K AH V ER Z,"['recovers', 'delivers', 'decoders', 'recovered', 'uncovers', 'recovery', 'picketers', 'cadavers', 'drinkers', 'discover']"
0.0,0.0,discovery,dicovery,D IH K AH V R IY,recovery,R IH K AH V R IY,"['recovery', 'recovery', 'disagree', 'victory', 'decreased', 'inquiry', 'divorcee', 'discover', 'discrete', 'discreet']"
1.0,1.0,discuss,descuss,D EH S K AH S,discuss,D IH S K AH S,"['discuss', 'discus', 'viscous', 'despot', 'dorcas', 'deafness', 'decorous', 'texas', 'diocese', 'dissects']"
1.0,1.0,disintegrated,desintegrated,D IH S IH N T AH G R EY T IH D,disintegrated,D IH S IH N T AH G R EY T IH D,"['disintegrated', 'disintegrating', 'disintegrates', 'disintegrate']"
1.0,1.0,disintegration,desintegration,D IH S IH N T AH G R EY SH AH N,disintegration,D IH S IH N T AH G R EY SH AH N,"['disintegration', 'disintegration']"
1.0,1.0,disobedience,disobediance,D IH S AH B IY D IY AH N S,disobedience,D IH S AH B IY D IY AH N S,"['disobedience', 'disobedience', 'disobedient', 'disobedient']"
1.0,1.0,disobedience,dissobediance,D IH S OW B IY D IY AH N S,disobedience,D IH S OW B IY D IY AH N S,"['disobedience', 'disobedience', 'disobedient', 'disobedient']"
1.0,1.0,disobedience,dissobedience,D IH S OW B IY D IY AH N S,disobedience,D IH S OW B IY D IY AH N S,"['disobedience', 'disobedience', 'disobedient', 'disobedient']"
1.0,1.0,disobedient,disobediant,D IH S AH B IY D IY AH N T,disobedient,D IH S AH B IY D IY AH N T,"['disobedient', 'disobedient', 'disobedience', 'disobedience']"
1.0,1.0,disobedient,dissobediant,D IH S OW B IY D IY AH N T,disobedient,D IH S OW B IY D IY AH N T,"['disobedient', 'disobedient', 'disobedience', 'disobedience']"
1.0,1.0,disobedient,dissobedient,D IH S OW B IY D IY AH N T,disobedient,D IH S OW B IY D IY AH N T,"['disobedient', 'disobedient', 'disobedience', 'disobedience']"
0.0,1.0,disparagingly,disparingly,D IH S P EH R IH NG L IY,depressingly,D IH P R EH S IH NG L IY,"['depressingly', 'disarmingly', 'disparaging', 'sparingly', 'despairing', 'disparagingly']"
1.0,1.0,dispense,dispence,D IH S P EH N S,dispense,D IH S P EH N S,"['dispense', 'dispels', 'despairs', 'suspense', 'distance', 'response', 'diskettes', 'dispelled', 'despaired', 'misspent']"
1.0,1.0,dispensed,dispenced,D IH S P EH N S T,dispensed,D IH S P EH N S T,"['dispensed', 'dispenser', 'distanced', 'disparate', 'displaced', 'distressed', 'dishonest', 'dispossess', 'expressed', 'disappoint']"
1.0,1.0,dispensing,dispencing,D IH S P EH N S IH NG,dispensing,D IH S P EH N S IH NG,"['dispensing', 'dispenses', 'distancing', 'displacing', 'dispensers', 'dispensary', 'distressing', 'expenses', 'expensive', 'expressing']"
1.0,1.0,dissatisfaction,disatisfaction,D IH S AE T IH S F AE K SH AH N,dissatisfaction,D IH S AE T IH S F AE K SH AH N,"['dissatisfaction', 'satisfaction']"
1.0,1.0,dissatisfied,disatisfied,D IH S AE T AH S F AY D,dissatisfied,D IH S AE T AH S F AY D,"['dissatisfied', 'satisfied']"
1.0,1.0,dissemination,disemination,D IH S EH M AH N EY SH AH N,dissemination,D IH S EH M AH N EY SH AH N,"['dissemination', 'determination', 'denomination', 'insemination', 'disseminated', 'dispensation', 'segmentation']"
1.0,1.0,dissolved,disolved,D IH S AA L V D,dissolved,D IH Z AA L V D,"['dissolved', 'devolved', 'dissolves', 'disarmed', 'disallowed', 'unsolved', 'displayed', 'disavowed', 'dislodged', 'involved']"
0.0,1.0,distinguish,distingish,D IH S T IH NG IH SH,distinct,D IH S T IH NG K T,"['distinct', 'distilling', 'disturbing', 'destroying', 'dissenting', 'distinguish']"
0.0,1.0,distinguished,distingished,D IH S T IH NG IH SH T,distinct,D IH S T IH NG K T,"['distinct', 'distinguish', 'distinguished']"
0.0,1.0,distinguishes,distingishes,D IH S T IH NG IH SH IH Z,distinguish,D IH S T IH NG G W IH SH,"['distinguish', 'distinguishes']"
0.0,1.0,distinguishing,distingishing,D IH S T IH NG IH SH IH NG,distinguish,D IH S T IH NG G W IH SH,"['distinguish', 'distinguishing']"
0.0,0.0,diverse,diversed,D AY V ER S T,divest,D AY V EH S T,"['divest', 'divest', 'diverged', 'digest', 'digest', 'reversed', 'direst', 'reversed', 'diverts', 'diverts']"
1.0,1.0,divide,devide,D IH V AY D,divide,D IH V AY D,"['divide', 'defied', 'divvied', 'devoid', 'devise', 'denied', 'device', 'devise', 'divine', 'decide']"
1.0,1.0,divided,devided,D IH V AY D IH D,divided,D IH V AY D IH D,"['divided', 'dividing', 'decided', 'derided', 'diverted', 'devoted', 'delighted', 'devises', 'denuded', 'devices']"
1.0,1.0,division,divison,D IH V IH S AH N,division,D IH V IH ZH AH N,"['division', 'dickerson', 'devotion', 'devices', 'diversion', 'decision', 'madison', 'distance', 'distant', 'eviction']"
1.0,1.0,divisions,divisons,D IH V IH ZH AH N Z,divisions,D IH V IH ZH AH N Z,"['divisions', 'diversions', 'decisions', 'diversions', 'revisions', 'delusions', 'envisions', 'invasions', 'incisions', 'evictions']"
1.0,1.0,document,doccument,D AA K Y UW M AH N T,document,D AA K Y UW M EH N T,"['document', 'document', 'monument', 'documents', 'documents', 'documenting', 'documenting']"
1.0,1.0,documented,doccumented,D AA K Y UW M EH N T IH D,documented,D AA K Y UW M EH N T AH D,"['documented', 'documented', 'documenting', 'documentary', 'documented', 'document']"
1.0,1.0,documents,doccuments,D AA K Y UW M AH N T S,documents,D AA K Y UW M AH N T S,"['documents', 'documents', 'monuments', 'documenting', 'document', 'documenting']"
0.0,0.0,does,doens,D OW N Z,tones,T OW N Z,"['tones', 'dens', 'duns', 'deans', 'dawns', 'domes', 'danes', 'deigns', 'dunes', 'dines', 'dynes']"
0.0,0.0,doesn't,doesnt,D AH S N T,deceit,D IH S IY T,"['deceit', 'dumped', 'dunked', 'dusts', 'hussite', 'russet', 'recite', 'rosette', 'dusty', 'debate']"
0.0,0.0,doing,doign,D OY N,boyne,B OY N,"['boyne', 'join', ""don't"", 'doyle', 'dune', 'loin', 'down', 'coin', 'don', 'donn']"
0.0,0.0,doing,donig,D AA N IH G,donning,D AA N IH NG,"['donning', 'donnell', 'tonic', 'dawning', 'donnas', 'sonic', 'phonic', 'conic', 'ionic', 'dunning']"
1.0,1.0,dominant,dominent,D AA M AH N AH N T,dominant,D AA M AH N AH N T,"['dominant', 'dominance', 'dissonant', 'ruminant', 'dominates', 'armament', 'nominates', 'omniscient', 'edmonton', 'innominate']"
0.0,0.0,dominant,dominiant,D AH M IH N IY AH N T,dominican,D AH M IH N AH K AH N,"['dominican', 'dominion']"
0.0,0.0,dream,deram,D EH R AH M,darrell,D EH R AH L,"['darrell', 'daryl', 'darryl', 'darrel', 'durham', 'durum', 'denim', 'harem', 'dram', 'datum']"
0.0,1.0,dramatic,dramtic,D R AE M T IH K,drastic,D R AE S T IH K,"['drastic', 'frantic', 'drafted', 'drafting', 'dynamic', 'asthmatic', 'rheumatic', 'dramatic', 'drumstick', 'erratic']"
0.0,0.0,dreams,dreasm,D R EH Z AH M,dresses,D R EH S AH Z,"['dresses', 'drizzle', 'taoism', 'deism', 'prism', 'dredges', 'gresham', 'dresses', 'dressers', 'dredges']"
0.0,0.0,drink,drnik,D R N IH K,tunic,T UW N IH K,"['tunic', 'tonic', 'derek', 'derrick', 'derick', 'manic', 'cynic', 'dennis', 'denis', 'denys']"
0.0,1.0,drumming,druming,D R UW M IH NG,grooming,G R UW M IH NG,"['grooming', 'drooling', 'drumming', 'dreaming', 'drooping', 'blooming', 'trimming', 'trooping', 'droning', 'driving']"
0.0,0.0,dukedom,dukeship,D UW K SH IH P,kinship,K IH N SH IH P,"['kinship', 'headship', 'kingship', 'duchamp']"
1.0,1.0,during,durring,D ER IH NG,during,D ER IH NG,"['during', 'dying', 'dyeing', 'doing', 'purring', 'whirring', 'tying', 'towing', 'toeing', 'teeing']"
1.0,1.0,dying,dieing,D AY IH NG,dying,D AY IH NG,"['dying', 'dyeing', 'tying', 'during', 'buying', 'doing', 'vying', 'sighing', 'lying', 'shying']"
1.0,1.0,earned,earnt,ER N T,earned,ER N D,"['earned', 'ant', 'aunt', 'aunt', 'irked', 'earns', 'ernie', 'erna', 'earner', 'and']"
0.0,0.0,electric,electic,IH L EH K T IH K,elective,IH L EH K T IH V,"['elective', 'elected', 'electing', 'elastic', 'elected', 'electors', 'erected', 'erecting', 'effective', 'electra']"
1.0,1.0,eclipse,eclispe,IY K L IH S P,eclipse,IY K L IH P S,"['eclipse', 'eclipse', 'eclipse', 'felix', 'calyx', 'helix', 'clarissa', 'closeup', 'cowslip', 'clovis']"
1.0,1.0,efficient,effecient,IH F IY SH AH N T,efficient,IH F IH SH AH N T,"['efficient', 'oliphant', 'different', 'defiant', 'different', 'infinite', 'infants', 'affiant', 'deficient', 'deletion']"
1.0,1.0,efficient,efficent,EH F IH S AH N T,efficient,IH F IH SH AH N T,"['efficient', 'effluent', 'innocent', 'elephant', 'crescent', 'extant', 'flippant', 'instant', 'distant', 'fiercest']"
1.0,1.0,efficiently,effeciently,IH F IY SH AH N T L IY,efficiently,IH F IH SH AH N T L IY,"['efficiently', 'differently', 'defiantly', 'infinitely']"
1.0,1.0,efficiently,efficently,EH F IH S AH N T L IY,efficiently,IH F IH SH AH N T L IY,"['efficiently', 'elegantly', 'innocently', 'instantly', 'definitely']"
0.0,0.0,effluence,effulence,EH F Y UW L AH N S,,,[]
1.0,1.0,eighth,eigth,EY T TH,eighth,EY T TH,"['eighth', 'eights', 'eighty', 'aids', 'aides', 'eats', 'nth', 'its', 'its', 'ada']"
0.0,0.0,electron,electon,IH L EH K T AH N,election,IH L EH K SH AH N,"['election', 'elected', 'electing', 'elective', 'elected', 'electors', 'erection', 'erected', 'electra', 'electro']"
0.0,1.0,electrical,electrial,IH L EH K T R IY AH L,electable,IH L EH K T AH B AH L,"['electable', 'electrify', 'pictorial', 'electoral', 'electrical', 'electra']"
1.0,1.0,electrically,electricly,IH L EH K T R IH K L IY,electrically,IH L EH K T R IH K L IY,"['electrically', 'electrical', 'electronic', 'electrically', 'electrics', 'electric']"
0.0,1.0,electricity,electricty,IH L EH K T R IH K T IY,electrically,IH L EH K T R IH K L IY,"['electrically', 'electrical', 'electronic', 'electrics', 'electrically', 'electricity', 'electric', 'electorate']"
0.0,1.0,elementary,elimentary,EH L AH M EH N T ER IY,alimentary,AE L AH M EH N T ER IY,"['alimentary', 'elementary', 'elementary', 'elemental', 'elementary', 'sedimentary']"
0.0,0.0,elephant,elphant,EH L F AH N T,infant,IH N F AH N T,"['infant', 'ailment', 'eldest', 'pliant', 'fluent', 'client', 'efferent', 'affiant', 'fervent', 'affront']"
1.0,1.0,elicited,elicided,IH L IH S AY D IH D,elicited,IH L IH S IH T IH D,"['elicited', 'lopsided', 'misguided', 'decided']"
1.0,1.0,eligible,eligable,EH L IH G AH B AH L,eligible,EH L IH JH AH B AH L,"['eligible', 'eligible']"
1.0,1.0,eliminated,eleminated,IH L EH M AH N EY T IH D,eliminated,IH L IH M AH N EY T IH D,"['eliminated', 'eliminated', 'illuminated', 'eliminating', 'illuminating', 'culminated', 'emanated']"
1.0,1.0,eliminating,eleminating,IH L EH M AH N EY T IH NG,eliminating,IH L IH M AH N EY T IH NG,"['eliminating', 'illuminating', 'eliminated', 'culminating', 'laminating', 'disseminating', 'emanating']"
0.0,0.0,else,esle,EH S AH L,errol,EH R AH L,"['errol', 'ethel', 'ethyl', 'essen', 'easel', 'assail', 'apple', 'appel', 'addle', 'eiffel']"
1.0,1.0,emanate,eminate,EH M AH N EY T,emanate,EH M AH N EY T,"['emanate', 'ammonite', 'immolate', 'imitate', 'elevate', 'educate', 'urinate', 'emigre', 'mayonnaise', 'magnate']"
0.0,0.0,embarrass,embarass,EH M B ER AE S,embrace,EH M B R EY S,"['embrace', 'embassy', 'emirates', 'emirates', 'emerson', 'members', 'lemberg', 'temblor', 'embers', 'member']"
0.0,0.0,embarrass,embarras,EH M B AA R AH Z,embodies,EH M B AA D IY Z,"['embodies', 'embarked', 'embargo', 'embassies', 'embryos', 'emblems', 'emeralds', 'memoirs', 'marlins', 'marvels']"
1.0,1.0,embarrassed,embarassed,IH M B EH R AH S T,embarrassed,IH M B EH R AH S T,"['embarrassed', 'emeritus', 'embarrass', 'embarrassing', 'barest', 'merest']"
1.0,1.0,embarrassed,embarrased,EH M B EH R AH S T,embarrassed,IH M B EH R AH S T,"['embarrassed', 'embarrass', 'embraced', 'barest', 'merest']"
0.0,0.0,embarrassing,embarassing,EH M B ER AE S IH NG,embracing,EH M B R EY S IH NG,['embracing']
0.0,0.0,embarrassing,embarrasing,EH M B ER EY S IH NG,embracing,EH M B R EY S IH NG,"['embracing', 'embraces']"
0.0,0.0,embarrassment,embarassment,EH M B ER AE S M AH N T,embankment,EH M B AE NG K M AH N T,['embankment']
1.0,1.0,embarrassment,embarrasment,EH M B EH R AH Z M AH N T,embarrassment,IH M B EH R AH S M AH N T,"['embarrassment', 'embezzlement']"
1.0,1.0,embezzled,embezelled,IH M B IY Z EH L D,embezzled,IH M B EH Z AH L D,['embezzled']
1.0,1.0,immigrant,imigrant,IH M AH G R AH N T,immigrant,IH M AH G R AH N T,"['immigrant', 'emigrant', 'impotent', 'agreement', 'immigrants', 'emigrants', 'immigrate', 'migrant', 'imminent', 'immanent']"
1.0,1.0,emigrated,emmigrated,EH M AH G R EY T IH D,emigrated,EH M AH G R EY T IH D,"['emigrated', 'immigrated', 'emigrating', 'integrated', 'emulated', 'relegated', 'mitigated', 'migrated', 'emanated', 'emigrate']"
1.0,1.0,immigrated,imigrated,IH M AH G R EY T IH D,immigrated,IH M AH G R EY T IH D,"['immigrated', 'emigrated', 'integrated', 'integrated', 'emigrating', 'integrating', 'mitigated', 'migrated', 'integrated', 'irrigated']"
1.0,1.0,immigration,imigration,IH M AH G R EY SH AH N,immigration,IH M AH G R EY SH AH N,"['immigration', 'emigration', 'integration', 'immigrants', 'litigation', 'immolation', 'migration', 'integration', 'integrations', 'iterations']"
0.0,1.0,imminent,emminent,EH M AH N AH N T,eminent,EH M AH N AH N T,"['eminent', 'imminent', 'immanent', 'eminence', 'immanence', 'imminence', 'element', 'elephant', 'evident', 'elegant']"
1.0,1.0,imminent,imanent,IH M AH N AH N T,imminent,IH M AH N AH N T,"['imminent', 'immanent', 'eminent', 'immanence', 'imminence', 'eminence', 'emergent', 'innocent', 'irritant', 'opponent']"
1.0,1.0,imminent,iminent,IH M AH N AH N T,imminent,IH M AH N AH N T,"['imminent', 'immanent', 'eminent', 'immanence', 'imminence', 'eminence', 'emergent', 'innocent', 'irritant', 'opponent']"
